,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TABLE: VACUUM TRUCK MOVEMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End-Of-Line Quarterly Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suncor Energy (U.S.A.), Inc. Commerce City Refinery ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Aqueous Phase Data,,,,,,,Organic Phase Data,,,,,,,,,,,,,
04/04/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,10,420,>90%,90.0%,1,2.07,All Groundwater,YES,"1,430",<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,120,0.9,YES,1.55,580.76,<0.001,<0.001,-,
04/04/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,11,462,<10%,10.0%,1,2.07,All Groundwater,YES,175,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,191",8.88,YES,1.37,"6,503.68",<0.011,<0.011,-,
04/04/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,13,546,<10%,10.0%,1,2.07,All Groundwater,YES,207,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,408",10.5,YES,1.61,"6,503.68",0.01,0.01,-,
04/04/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 3 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,10,420,<10%,10.0%,1,2.07,All Groundwater,YES,159,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,083",8.08,YES,1.24,"6,503.68",<0.011,<0.011,-,
04/04/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 4(clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,9,378,<10%,10.0%,1,2.07,All Groundwater,YES,143,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,975,7.27,YES,1.12,"6,503.68",<0.011,<0.011,-,
04/04/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1N - Tank 29,GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,9,378,<10%,10.0%,1,2.07,All Groundwater,YES,143,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,975,7.27,YES,1.12,"6,503.68",<0.011,<0.011,-,
04/04/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - CENTRIFUGE STORAGE FRAC TANK,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,120,"5,040",<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"1,906",0.02,90%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,"14,051",22.95,YES,15.96,"1,439.47",0.02,0.02,-,
04/04/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,300,"12,600",<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"4,766",0.05,90%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,"35,128",57.38,YES,39.89,"1,439.47",0.06,0.06,-,
04/04/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,30,"1,260",>90%,90.0%,1,4.08,TK-4507 Waste Water Tank,YES,"4,289",0.02,10%,0.85,509.58,TK-4507 Waste Water Tank,NO,405,0.21,YES,4.69,47.70,<0.001,<0.001,-,
04/04/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE DOCKS SUMP,OILY WATER,PLANT 1 - VAC PAD/ TIM,NO, VAC PAD,NO,YES,2,84,99%,99.0%,1,24,Crude,NO,315,<0.01,1%,0.79,"2,400",Crude,NO,3,<0.01,YES,0.32,42.81,<0.001,<0.001,<0.001,
04/04/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/ TIM,YES, VAC PAD,NO,NO,118,"4,956",99%,95.5%,1,24,Crude,NO,"17,902",0.43,5%,0.79,"2,400",Crude,NO,666,1.6,YES,18.57,109.27,<0.001,<0.001,-,
04/04/2013,LV-4,PLANT 1 -Tank 778,PLANT 1 - TANK 778 -Cleaning,WASH WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,65,"2,730",>90%,90.0%,1,376,"NAPHTHA, LIGHT",NO,"9,293",3.49,10%,0.67,"37,600","NAPHTHA, LIGHT",NO,690,25.93,YES,9.98,"2,947.95",0.03,0.03,0.03,
04/04/2013,LV-2,PLANT 1 - UNIT 013 - #1 CRUDE,PLANT 1 - FRAC 1366SDC,RO WATER,PLANT 1 - VAC PAD - TIM S,NO, VAC PAD,NO,YES,170,"7,140",99%,99.0%,1,37.91,Wash water,NO,"26,736",1.01,1%,0.97,"3,400",Wash water,NO,262,0.89,YES,27,70.57,<0.001,<0.001,<0.001,
04/04/2013,LV-2,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,OILY WATER,PLANT 1 - VAC PAD - TIM S,NO, VAC PAD,YES,NO,10,420,>90%,90.0%,1,25.6,Denver Truck Terminal Aqueous,YES,"1,430",0.04,10%,0.77,"6,753.33",Denver Truck Terminal Oil,YES,122,0.83,YES,1.55,556.04,<0.001,-,-,
04/04/2013,LV-2,DENVER TRUCK TERMINAL,DENVER TERMINAL - 6000 GAL SLOP TANK,DIESEL AND GAS,PLANT 2 - TANK 20 - CHUCK A,NO,Tank 20,YES,NO,15,630,<10%,10.0%,1,25.6,Denver Truck Terminal Aqueous,YES,238,<0.01,90%,0.77,"6,753.33",Denver Truck Terminal Oil,YES,"1,652",11.16,YES,1.89,"5,905.26",0.01,-,-,
04/04/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 2010 - MIX LINE,GASOLINE,PLANT 1 - TANK 58 - TIM W,YES,TK-58,NO,NO,1,42,<10%,10.0%,1,360,Gasoline,NO,16,<0.01,90%,0.77,"36,000",Gasoline,NO,111,3.98,YES,0.13,"31,520.92",<0.001,<0.001,-,
04/04/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 2004 - CONTAINMENT,STORMWATER,PLANT 1 - VAC PAD - TIM S,NO, VAC PAD,NO,YES,8,336,99%,99.0%,1,<0.01,Stormwater,NO,"1,258",<0.01,1%,0.85,0.03,Stormwater,NO,11,<0.01,YES,1.27,<0.001,<0.001,<0.001,<0.001,
04/04/2013,LV-2,PLANT 3 - UNIT 032 - ASPHALT BLENDING AND LOADING,PLANT 3 - TANK 140 WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - TOM G,NO, VAC PAD,NO,YES,50,"2,100",>90%,95.5%,1,0.05,Gas Oil,NO,"7,585",<0.01,5%,0.85,4.8,Gas Oil,NO,305,<0.01,YES,7.89,0.23,<0.001,<0.001,<0.001,
04/05/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,10,420,>90%,90.0%,1,2.07,All Groundwater,YES,"1,430",<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,120,0.9,YES,1.55,580.76,<0.001,<0.001,-,
04/05/2013,LV-4,PLANT 1 - SPILLS tank 778 ,PLANT 1 - TANK 778 - ,WASH WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,60,"2,520",>90%,90.0%,1,37.91,Wash water,NO,"8,578",0.33,10%,0.97,"3,400",Wash water,NO,926,3.15,YES,9.5,365.32,<0.001,<0.001,<0.001,
04/05/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,12,504,<10%,10.0%,1,2.07,All Groundwater,YES,191,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,299",9.69,YES,1.49,"6,503.68",<0.011,<0.011,-,
04/05/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,12,504,<10%,10.0%,1,2.07,All Groundwater,YES,191,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,299",9.69,YES,1.49,"6,503.68",<0.011,<0.011,-,
04/05/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 3 (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,9,378,<10%,10.0%,1,2.07,All Groundwater,YES,143,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,975,7.27,YES,1.12,"6,503.68",<0.011,<0.011,-,
04/05/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 4(clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,7,294,<10%,10.0%,1,2.07,All Groundwater,YES,111,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,758,5.65,YES,0.87,"6,503.68",<0.011,<0.011,-,
04/05/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE MIX TANKS,YES,TO,NO,NO,180,"7,560",<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"2,859",0.03,90%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,"21,077",34.43,YES,23.94,"1,439.47",0.03,0.03,-,
04/05/2013,LV-5,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,IRON SCUM,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,60,"2,520",99%,99.9%,1,0.42,Sludge,NO,"9,522",<0.01,0%,0.96,42,Sludge,NO,9,<0.01,YES,9.53,0.46,<0.001,<0.001,<0.001,
04/05/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/TIM,YES, VAC PAD,NO,NO,52,"2,184",99%,95.5%,1,24,Crude,NO,"7,889",0.19,5%,0.79,"2,400",Crude,NO,294,0.7,YES,8.18,109.27,<0.001,<0.001,-,
04/05/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - STORM WATER ,OILY STORM WATER,PLANT 1 - VAC PAD/TIM,NO, VAC PAD,NO,YES,1,42,99%,99.0%,1,<0.01,Stormwater,NO,157,<0.01,1%,0.85,0.03,Stormwater,NO,1,<0.01,YES,0.16,<0.001,<0.001,<0.001,<0.001,
04/05/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - PIPELINE FLUSH ,OILY WATER,PLANT 1 - VAC PAD/TIM,NO, VAC PAD,NO,YES,20,840,99%,99.0%,1,0.02,Diesel,NO,"3,145",<0.01,1%,0.86,2,Diesel,NO,27,<0.01,YES,3.17,0.04,<0.001,<0.001,<0.001,
04/05/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE DOCKS SUMP,OILY WATER,PLANT 1 - VAC PAD/TIM,NO, VAC PAD,NO,YES,2,84,99%,99.0%,1,24,Crude,NO,315,<0.01,1%,0.79,"2,400",Crude,NO,3,<0.01,YES,0.32,42.81,<0.001,<0.001,<0.001,
04/05/2013,LV-5,CRUDE DOCKS UNLOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,65,"2,730",>90%,90.0%,1,11.33,T-101 Underground Storage Tank Aqueous,YES,"9,293",0.11,10%,0.86,"1,144.29",T-101 Underground Storage Tank Oil,NO,891,1.02,YES,10.18,110.47,<0.001,-,-,
04/05/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 72 - SUMP / WATER DRAW,DIESEL,PLANT 1 - TANK 809 - PAUL C,NO, VAC PAD,NO,YES,15,630,<10%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"2,276",<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,90,<0.01,YES,2.37,0.48,<0.001,<0.001,<0.001,
04/05/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 72 - SUMP / WATER DRAW,DIESEL,PLANT 1 - TANK 809 - PAUL C,NO, VAC PAD,NO,YES,10,420,<10%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"1,517",<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,60,<0.01,YES,1.58,0.48,<0.001,<0.001,<0.001,
04/05/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - TIM S,YES, VAC PAD,NO,NO,10,420,>90%,95.5%,1,24,Crude,NO,"1,517",0.04,5%,0.79,"2,400",Crude,NO,56,0.14,YES,1.57,109.27,<0.001,<0.001,-,
04/05/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-322 CONTAINMENT ,WATER,PLANT 1 - VAC PAD - TIM S,NO, VAC PAD,NO,YES,5,210,99%,99.0%,1,<0.01,Stormwater,NO,786,<0.01,1%,0.85,0.03,Stormwater,NO,7,<0.01,YES,0.79,<0.001,<0.001,<0.001,<0.001,
04/05/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 2010 - LINE DRAIN,GASOLINE,PLANT 1 - TANK 58 - PAUL C,YES,TK-58,NO,NO,0.5,21,<10%,10.0%,1,360,Gasoline,NO,8,<0.01,90%,0.77,"36,000",Gasoline,NO,55,1.99,YES,0.06,"31,520.92",<0.001,<0.001,-,
04/05/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 55 - LINE DRAIN,GASOLINE,PLANT 1 - TANK 58 - PAUL C,YES,TK-58,NO,NO,0.5,21,<10%,10.0%,1,110.13,Post-GBR Gasoline,NO,8,<0.01,90%,0.75,"11,012.5",Post-GBR Gasoline,NO,54,0.59,YES,0.06,"9,605.74",<0.001,<0.001,-,
04/06/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 4(clean truck),GASOLINE,PLANT 2 - TANK 20 - MIKE D,YES,Tank 20,NO,NO,6,252,<10%,10.0%,1,2.07,All Groundwater,YES,95,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,650,4.85,YES,0.75,"6,503.68",<0.001,<0.001,-,
04/06/2013,LV-2,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,P1N - Tank 29,GASOLINE,PLANT 2 - TANK 20 - MIKE D,YES,Tank 20,NO,NO,6,252,<10%,10.0%,1,2.07,All Groundwater,YES,95,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,650,4.85,YES,0.75,"6,503.68",<0.001,<0.001,-,
04/06/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD - JOHN G,YES, VAC PAD,NO,NO,10,420,>90%,90.0%,1,2.07,All Groundwater,YES,"1,430",<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,120,0.9,YES,1.55,580.76,<0.001,<0.001,-,
04/06/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20 - MIKE D,YES,Tank 20,NO,NO,4,168,<10%,10.0%,1,2.07,All Groundwater,YES,64,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,433,3.23,YES,0.5,"6,503.68",<0.001,<0.001,-,
04/06/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20 - MIKE D,YES,Tank 20,NO,NO,3,126,<10%,10.0%,1,2.07,All Groundwater,YES,48,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,325,2.42,YES,0.37,"6,503.68",<0.001,<0.001,-,
04/06/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 3 (clean truck),GASOLINE,PLANT 2 - TANK 20 - MIKE D,YES,Tank 20,NO,NO,8,336,<10%,10.0%,1,2.07,All Groundwater,YES,127,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,866,6.46,YES,0.99,"6,503.68",<0.011,<0.011,-,
04/07/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-3901 MATERIAL,SOUR WATER,PLANT 1 - DRUM D-3901 - TERRY S,YES,D-3901,NO,NO,60,"2,520",>90%,90.0%,1,4.03,"Knockout Water, Fuel Gas (Hydrocraker)",NO,"8,578",0.03,10%,0.73,"3,150","Knockout Water, Fuel Gas (Hydrocraker)",NO,696,2.19,YES,9.27,240.06,<0.001,<0.001,-,
04/07/2013,LV-2,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,GWTS Tank 3,GASOLINE,PLANT 2 - TANK 20 - MIKE D,YES,Tank 20,NO,NO,3,126,<10%,10.0%,1,2.07,All Groundwater,YES,48,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,325,2.42,YES,0.37,"6,503.68",<0.001,<0.001,-,
04/07/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 4(clean truck),GASOLINE,PLANT 2 - TANK 20 - MIKE D,YES,Tank 20,NO,NO,7,294,<10%,10.0%,1,2.07,All Groundwater,YES,111,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,758,5.65,YES,0.87,"6,503.68",<0.011,<0.011,-,
04/07/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1N - Tank 28,GASOLINE,PLANT 2 - TANK 20 - MIKE D,YES,Tank 20,NO,NO,3,126,<10%,10.0%,1,2.07,All Groundwater,YES,48,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,325,2.42,YES,0.37,"6,503.68",<0.001,<0.001,-,
04/07/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 2 (clean truck),GASOLINE,PLANT 2 - TANK 20 - MIKE D,YES,Tank 20,NO,NO,15,630,<10%,10.0%,1,2.07,All Groundwater,YES,238,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,"1,624",12.11,YES,1.86,"6,503.68",0.01,0.01,-,
04/07/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Tank 3 (clean truck),GASOLINE,PLANT 2 - TANK 20 - MIKE D,YES,Tank 20,NO,NO,9,378,<10%,10.0%,1,2.07,All Groundwater,YES,143,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,975,7.27,YES,1.12,"6,503.68",<0.011,<0.011,-,
04/07/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD - JOHN G,YES, VAC PAD,NO,NO,4,168,>90%,90.0%,1,2.07,All Groundwater,YES,572,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,48,0.36,YES,0.62,580.76,<0.001,<0.001,-,
04/07/2013,LV-2,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20 - MIKE D ,YES,Tank 20,NO,NO,5,210,<10%,10.0%,1,2.07,All Groundwater,YES,79,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,541,4.04,YES,0.62,"6,503.68",<0.001,<0.001,-,
04/08/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,3,126,<10%,10.0%,1,2.07,All Groundwater,YES,48,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,325,2.42,YES,0.37,"6,503.68",<0.001,<0.001,-,
04/08/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,8,336,<10%,10.0%,1,2.07,All Groundwater,YES,127,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,866,6.46,YES,0.99,"6,503.68",<0.011,<0.011,-,
04/08/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,7,294,<10%,10.0%,1,2.07,All Groundwater,YES,111,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,758,5.65,YES,0.87,"6,503.68",<0.011,<0.011,-,
04/08/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),GASOLINE,PLANT 2 - TANK 20,YES,Tank 20,NO,NO,6,252,<10%,10.0%,1,2.07,All Groundwater,YES,95,<0.01,90%,0.76,"7,457.5",Remediation Oil,YES,650,4.85,YES,0.75,"6,503.68",<0.001,<0.001,-,
04/08/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,3,126,>90%,90.0%,1,2.07,All Groundwater,YES,429,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,36,0.27,YES,0.47,580.76,<0.001,<0.001,-,
04/08/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,5,210,>90%,90.0%,1,2.07,All Groundwater,YES,715,<0.01,10%,0.76,"7,457.5",Remediation Oil,YES,60,0.45,YES,0.78,580.76,<0.001,<0.001,-,
04/08/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - JOE R,YES, VAC PAD,NO,NO,10,420,>90%,95.5%,1,24,Crude,NO,"1,517",0.04,5%,0.79,"2,400",Crude,NO,56,0.14,YES,1.57,109.27,<0.001,<0.001,-,
04/08/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 58 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - JOE R,YES, VAC PAD,NO,NO,40,"1,680",>90%,95.5%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,"6,068",0.06,5%,0.82,"1,633.33",TK-4516 Slop Oil Tank,YES,234,0.38,YES,6.3,70.80,<0.001,<0.001,-,
04/08/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD - JOHN G,NO, VAC PAD,NO,YES,60,"2,520",>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,"9,103",<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,360,<0.01,YES,9.46,0.48,<0.001,<0.001,<0.001,
04/08/2013,LV-2,PLANT 1 - UNIT 013 - #1 CRUDE,PLANT 1 - DESALTER T/A FRAC SV26012,CHEMICAL CLEANING WATER,PLANT 1 - VAC PAD - JOE R,YES, VAC PAD,NO,NO,120,"5,040",>90%,90.0%,1,27.56,Desalter Effluent,NO,"17,157",0.47,10%,0.83,"2,496.44",Desalter Effluent,NO,"1,584",3.95,YES,18.74,236.25,<0.001,<0.001,-,
04/08/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD - JOE R,YES, VAC PAD,NO,NO,50,"2,100",>90%,90.0%,,4.42,"Spider Sump, Aqueous Layer",NO,#VALUE!,#VALUE!,10%,0.8,"2,152.08","Spider Sump, Oil Layer",NO,634,1.36,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
04/08/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - FLARE SUMP,WATER,PLANT 1 - VAC PAD - JOE R,NO, VAC PAD,NO,YES,10,420,99%,99.0%,1,4.03,"Knockout Water, Fuel Gas (Hydrocraker)",NO,"1,573",<0.01,1%,0.73,"3,150","Knockout Water, Fuel Gas (Hydrocraker)",NO,12,0.04,YES,1.58,27.06,<0.001,<0.001,<0.001,
04/08/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - DRUM D-322 CONTAINMENT - STORMWATER/WATER,WATER,PLANT 1 - VAC PAD - JOE R,NO, VAC PAD,NO,YES,3,126,99%,99.0%,1,<0.01,Stormwater,NO,472,<0.01,1%,0.85,0.03,Stormwater,NO,4,<0.01,YES,0.48,<0.001,<0.001,<0.001,<0.001,
04/08/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD/JOE,YES, VAC PAD,NO,NO,60,"2,520",99%,95.5%,1,24,Crude,NO,"9,103",0.22,5%,0.79,"2,400",Crude,NO,339,0.81,YES,9.44,109.27,<0.001,<0.001,-,
04/08/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE DOCKS SUMP,OILY WATER,PLANT 1 - VAC PAD/JOE,NO, VAC PAD,NO,YES,3,126,99%,99.0%,1,24,Crude,NO,472,0.01,1%,0.79,"2,400",Crude,NO,4,<0.01,YES,0.48,42.81,<0.001,<0.001,<0.001,
04/08/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 60 - OIL DRAIN,OIL,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,2,84,>90%,90.0%,,3.52,TK-60 Equalization Tank Aqueous,NO,#VALUE!,#VALUE!,10%,0.85,"1,230",TK-60 Equalization Tank,NO,27,0.03,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
04/08/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - SAMPLE POINTS - ENVIRONMENTAL,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,2,84,99%,99.0%,,4.08,TK-4507 Waste Water Tank,NO,#VALUE!,#VALUE!,1%,0.85,509.58,TK-4507 Waste Water Tank,NO,3,<0.01,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,
04/08/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - PROOPER PIT,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,15,630,99%,99.0%,1,<0.01,Prooper Pit,YES,"2,359",<0.01,1%,0.85,<0.01,Prooper Pit,YES,20,<0.01,YES,2.38,<0.011,<0.001,<0.001,<0.001,
